=============================
JĘZYK: BRAK OKREŚLONEGO JĘZYKA
=============================
Nazwa:  TravelXP.eu | ID:  TravelXP.eu, TravelXPeu
Nazwa: TVP NA DOBRE I NA ZŁE | ID: TVPNaDobreINaZle.pl
Nazwa: TVP Nauka | ID: TVP Nauka, TVPNauka
Nazwa: TVP Nauka HD | ID: TVPNauka.pl
Nazwa: TVP Parlament | ID: TVP Parlament, TVPParlament
Nazwa: TVP Polonia | ID: TVP Polonia, TVPPolonia
Nazwa: TVP Polonia HD | ID: TVPPolonia.pl
Nazwa: TVP Rozrywka | ID: TVPRozrywka.pl, TVP Rozrywka, TVPRozrywka
Nazwa: TVP Seriale | ID: TVPSeriale.pl, TVP Seriale, TVPSeriale
Nazwa: TVP Sport | ID: TVPSport.pl, TVP Sport, TVPSport
Nazwa: TVP Sport Extra | ID: TVP Sport Extra, TVPSportExtra
Nazwa: TVP Wilno | ID: TVPWilno.pl, TVP Wilno, TVPWilno
Nazwa: TVP World | ID: TVPWorld.pl, TVP World, TVPWorld
Nazwa: TVP-ABC | ID: TVPABC.pl
Nazwa: TVP3Bydgoszcz | ID: TVP3Bydgoszcz.pl
Nazwa: TVP3Katowice | ID: TVP3Katowice.pl
Nazwa: TVP3Kielce | ID: TVP3Kielce.pl
Nazwa: TVP3Lublin | ID: TVP3Lublin.pl
Nazwa: TVP3Olsztyn | ID: TVP3Olsztyn.pl
Nazwa: TVP3Opole | ID: TVP3Opole.pl
Nazwa: TVP3Szczecin | ID: TVP3Szczecin.pl
Nazwa: TVS | ID: TVS
Nazwa: TVS (HD) | ID: TVS.pl
Nazwa: TVT | ID: TVT.pl, TVT
Nazwa: TVi Roland | ID: TVi Roland, TViRoland
Nazwa: TWOJA TV | ID: TWOJA TV, TWOJATV
Nazwa: TeenNick | ID: TeenNick
Nazwa: TeenPlay | ID: TeenPlay
Nazwa: Tele 5 | ID: Tele5.pl, Tele 5, Tele5
Nazwa: Tele Basel | ID: TeleBasel.ch
Nazwa: Tele Bielingue | ID: TeleBielingue.ch
Nazwa: Tele Grenoble | ID: TeleGrenoble.fr
Nazwa: Tele-Quebec (CIVM) Montreal | ID: TeleQuebec.ca
Nazwa: Teletoon | ID: Teletoon
Nazwa: Telewizja Kłodzka | ID: TvKlodzka.pl
Nazwa: Telewizja Pogranicze HD | ID: Telewizja Pogranicze HD, TelewizjaPograniczeHD
Nazwa: Telewizja Pomerania | ID: TvPomerania.pl
Nazwa: Telewizja Republika | ID: TelewizjaRepublika.pl
Nazwa: Tennis Channel | ID: Tennis Channel, TennisChannel
Nazwa: That's 70s | ID: Thats70s.rtv.pl
Nazwa: That's 80s | ID: Thats80s.rtv.pl
Nazwa: That's 90s00s | ID: Thats90s00s.rtv.pl
Nazwa: That's Rock | ID: ThatsRock.rtv.pl
Nazwa: TinyTeen | ID: TinyTeen.pl
Nazwa: Top Canal | ID: TopCanal.pl
Nazwa: Top Kids HD | ID: TopKids.pl
Nazwa: Top Movies Polska | ID: TopMovies.rtv.pl, Top Movies Polska, TopMoviesPolska
Nazwa: Top Serials | ID: Top Serials, TopSerials
Nazwa: Toya | ID: Toya.pl, Toya
Nazwa: Trace Caribbean | ID: TraceCaribbean.fr
Nazwa: Trace Gospel | ID: TraceGospel.fr
Nazwa: Trace Kitoko | ID: TraceKitoko.fr
Nazwa: Trace Latina | ID: TraceLatina.fr
Nazwa: Trace Toca | ID: TraceToca.eu
Nazwa: Trace Urban | ID: TraceUrban.rtv.pl, Trace Urban, TraceUrban
Nazwa: Transmisja z Sejmu | ID: Transmisja z Sejmu, TransmisjazSejmu
Nazwa: Travel Channel | ID: Travel Channel, TravelChannel
Nazwa: Travel Channel HD | ID: TravelChannel.pl
Nazwa: Travel XP | ID: TravelXP.eu, Travel XP, TravelXP
Nazwa: Travelxp | ID: Travelxp.rtv.pl
Nazwa: Travelxp 4K | ID: TravelXP4K.pl, Travelxp 4K, Travelxp4K
Nazwa: Travelxp HD | ID: TravelXP.pl
Nazwa: Trudne sprawy | ID: TrudneSprawy.pl
Nazwa: Truso TV | ID: Truso TV, TrusoTV
Nazwa: Tv Biznesowa | ID: TvBiznesowa.pl
Nazwa: Twoja Telewizja Morska | ID: TwojaTelewizjaMorska.pl
Nazwa: Twoja.TV | ID: TwojaTv.pl
Nazwa: Télé Mons Borinage | ID: TeleMonsBorinage.be
Nazwa: TéléNantes | ID: TeleNantes.fr
Nazwa: TéléTOON - français | ID: Teletoon.ca
Nazwa: Télémagino | ID: Telemagino.ca
Nazwa: Télésambre | ID: Telesambre.be
Nazwa: U TV | ID: UTV.ro
Nazwa: UA TV HD | ID: UA TV HD, UATVHD
Nazwa: UFC Fight Pass | ID: UFC Fight Pass, UFCFightPass
Nazwa: UFC TV HD | ID: UFC TV HD, UFCTVHD
Nazwa: ULTRA TV 4K | ID: UltraTv4K.pl, ULTRA TV 4K, ULTRATV4K
Nazwa: USA Network (East) | ID: USANetwork(East).us
Nazwa: USA | ABC Fairbanks, AK KATNⓧ | ID: ATN.uk
Nazwa: USA | CBS Omaha, NE KMTV HD | ID: MTV.HD.uk
Nazwa: USA | CBS SALT LAKE City, UT KUTV HD | ID: UTV.uk
Nazwa: USA | FOX Oakland, CA 2KTVUⓧ | ID: KTV.uk
Nazwa: USA | MLB | Toronto Blue Jaysⓧ | ID: 5.USA.uk
Nazwa: USA | NBA 02ⓧ: Washington Wizards vs Brooklyn Nets | Sun 5th Apr 3:30PM ET | ID: BLAZE.uk
Nazwa: USA | NBC SF Bay Area, CA KNTVⓧ | ID: NTV.uk
Nazwa: USA | NHL Game 03ⓧ:  Carolina Hurricanes vs Ottawa Senators | Sun 5th Apr 5:00 PM ET | ID: Capital.uk
Nazwa: USA | NHL Game 04ⓧ: Washington Capitals vs New York Rangers | Sun 5th Apr 7:00 PM ET | ID: U.and.Gold.uk
Nazwa: USA | NHL | Calgary Flamesⓧ | ID: ID.uk
Nazwa: USHUAÏA TV HD | ID: USHUAÏA TV HD.carab
Nazwa: Ucieczka w Kosmos | ID: UcieczkaWKosmos.pl
Nazwa: Ultra TV | ID: Ultra TV, UltraTV
Nazwa: Unis HD | ID: UnisTV.ca
Nazwa: V90 | ID: V90.pl, V90
Nazwa: V90 HD | ID: V90 HD, V90HD
Nazwa: VIVA Polska | ID: VIVA Polska, VIVAPolska
Nazwa: VIVA Russia | ID: VIVARussia.pl
Nazwa: VIXEN | ID: VIXEN.ero
Nazwa: VIXEN HD | ID: VIXEN, VIXENNights.ero
Nazwa: VOD 205 | ID: VOD205.pl, VOD 205, VOD205
Nazwa: VOD 206 | ID: VOD206.pl, VOD 206, VOD206
Nazwa: VOD 207 | ID: VOD207.pl, VOD 207, VOD207
Nazwa: VOD 208 | ID: VOD208.pl, VOD 208, VOD208
Nazwa: VOD Cyfrowy Polsat | ID: VOD Cyfrowy Polsat, VODCyfrowyPolsat
Nazwa: VOX FM | ID: VOX FM, VOXFM
Nazwa: VOX Music TV | ID: VoxMusicTv.pl
Nazwa: VSport 1 HD | ID: VSport 1 HD, VSport1HD
Nazwa: VSport Extra HD | ID: VSport Extra HD, VSportExtraHD
Nazwa: VSport Vinter HD | ID: VSport Vinter HD, VSportVinterHD
Nazwa: Vantage Dance | ID: VantageDance.pl
Nazwa: Vantage Music | ID: VantageMusic.pl
Nazwa: Vantage Rock | ID: VantageRock.pl
Nazwa: Vedia | ID: Vedia.be
Nazwa: Vevo 80s | ID: Vevo 80s, Vevo80s
Nazwa: Vevo 90s | ID: Vevo 90s, Vevo90s
Nazwa: Vevo Country | ID: Vevo Country, VevoCountry
Nazwa: Vevo Hip-Hop | ID: Vevo Hip-Hop, VevoHip-Hop
Nazwa: Vevo Pop | ID: Vevo Pop, VevoPop
Nazwa: ViDoc TV | ID: ViDocTv1.pl, ViDoc TV, ViDocTV
Nazwa: ViDoc TV1 | ID: ViDoc TV1, ViDocTV1
Nazwa: ViDocTV 4К | ID: ViDocTV 4К, ViDocTV4К
Nazwa: Viaplay | ID: Viaplay
Nazwa: Viaplay Sports 1 | ID: Viaplay Sports 1, ViaplaySports1
Nazwa: Viaplay Sports 2 | ID: Viaplay Sports 2, ViaplaySports2
Nazwa: Viaplay Xtra | ID: Viaplay Xtra, ViaplayXtra
Nazwa: Viasat Explore | ID: ViasatExplore.eu
Nazwa: Viasat Explore Classic | ID: ViasatExploreClassic.rtv.pl, Viasat Explore Classic, ViasatExploreClassic
Nazwa: Viasat Explorer | ID: ViasatExplorer.bg
Nazwa: Viasat History | ID: ViasatHistory.eu, ViasatHistory.bg
Nazwa: Viasat Nature | ID: ViasatNature.eu, ViasatNature.bg
Nazwa: Viasat True Crime | ID: ViasatTrueCrime.pl, Viasat True Crime, ViasatTrueCrime
Nazwa: Vivid RED HD | ID: VividRed.pl
Nazwa: Vivid Red | ID: VividRed.ero, VividRedNight.ero
Nazwa: Vivid Red HD | ID: Vivid Red HD, VividRedHD
Nazwa: Vivid TV | ID: VividTVNight.ero
Nazwa: Vivid Touch | ID: VividTouch.pl, Vivid Touch, VividTouch
Nazwa: Vox Music TV | ID: Vox Music TV, VoxMusicTV
Nazwa: Vsport UHD | ID: Vsport UHD, VsportUHD
Nazwa: W9 | ID: W9.carab
Nazwa: WABC HDTV:WABCH | ID: WABC.us
Nazwa: WATER PLANET | ID: WATER PLANET, WATERPLANET
Nazwa: WP | ID: WP
Nazwa: WP HD | ID: WP.pl
Nazwa: WP Radio | ID: WP Radio, WPRadio
Nazwa: WTK | ID: WTK.pl, WTK
Nazwa: Warner TV | ID: Warner TV, WarnerTV
Nazwa: Warner TV HD | ID: WarnerTv.pl
Nazwa: Water Planet | ID: WaterPlanet.pl
Nazwa: WebCamera | ID: WebCamera
Nazwa: Wedotv Auta | ID: WedotvAuta.rtv.pl, Wedotv Auta, WedotvAuta
Nazwa: Wielka Rozrywka | ID: WielkaRozrywka.pl
Nazwa: Wielkie festiwale | ID: WielkieFestiwale.pl
Nazwa: Willow Cricket | ID: WillowCricket.us
Nazwa: Wizja TV | ID: WizjaTv.pl
Nazwa: World Fashion HD | ID: WorldFashionHD.eu
Nazwa: World fishing network | ID: world-fishing-network.eu
Nazwa: Wydarzenia 24 | ID: Wydarzenia24.pl, Wydarzenia 24, Wydarzenia24
Nazwa: Włatcy móch | ID: WlatcyMoch.pl
Nazwa: X-MO | ID: X-MO.ero
Nazwa: XSport | ID: XSport
Nazwa: XTREME TV | ID: XtremeTv.pl
Nazwa: XXL | ID: XXL.pl, XXLfull.ero, XXL.ero
Nazwa: Xtreme TV | ID: Xtreme TV, XtremeTV
Nazwa: Z | ID: Ztele.ca
Nazwa: ZEE MAGIC | ID: ZEEMAGIC.civ
Nazwa: ZITATA TV | ID: ZITATA TV.carab
Nazwa: ZOOM TV | ID: ZOOM TV, ZOOMTV
Nazwa: ZOOM TV HD | ID: ZoomTv.pl
Nazwa: ZOUK TV | ID: ZOUK TV.carab
Nazwa: ZTV Zachodniopomorska | ID: ZTV Zachodniopomorska, ZTVZachodniopomorska
Nazwa: Zbrodnie | ID: Zbrodnie.pl
Nazwa: Zeste | ID: Zeste.ca
Nazwa: Ziemia Ostatnie Starcie | ID: ZiemiaOstatnieStarcie.pl
Nazwa: [RADIO PL] Antyradio | ID: RADIO_PL_ANTYRADIO
Nazwa: [RADIO PL] Chillizet | ID: RADIO_PL_CHILLIZET
Nazwa: [RADIO PL] Melo Radio | ID: RADIO_PL_MELORADIO
Nazwa: [RADIO PL] Muzo FM | ID: RADIO_PL_MUZO_FM
Nazwa: [RADIO PL] Polskie Radio Dwójka | ID: RADIO_PL_DWOJKA
Nazwa: [RADIO PL] Polskie Radio Jedynka | ID: RADIO_PL_JEDYNKA
Nazwa: [RADIO PL] Polskie Radio Trójka | ID: RADIO_PL_TROJKA
Nazwa: [RADIO PL] RMF Classic | ID: RADIO_PL_RMF_CLASSIC
Nazwa: [RADIO PL] RMF FM | ID: RADIO_PL_RMF
Nazwa: [RADIO PL] RMF Maxxx | ID: RADIO_PL_RMF_MAXXX
Nazwa: [RADIO PL] Tok FM | ID: RADIO_PL_TOK_FM
Nazwa: [RADIO PL] ZET | ID: RADIO_PL_RADIOZET
Nazwa: bTV | ID: bTV.bg
Nazwa: bTV +1 | ID: bTV+1.bg
Nazwa: bTV +2 | ID: bTV+2.bg
Nazwa: bTV +3 | ID: bTV+3.bg
Nazwa: bTV +4 | ID: bTV+4.bg
Nazwa: bTV Action | ID: bTVAction.bg
Nazwa: bTV Cinema | ID: bTVCinema.bg
Nazwa: bTV Comedy | ID: bTVComedy.bg
Nazwa: bTVAction +1 | ID: bTVAction+1.bg
Nazwa: bTVAction +2 | ID: bTVAction+2.bg
Nazwa: bTVAction +3 | ID: bTVAction+3.bg
Nazwa: bTVAction +4 | ID: bTVAction+4.bg
Nazwa: blue Sports 1 | ID: blueSports1FR.ch
Nazwa: blue Sports 10 | ID: blueSports10FR.ch
Nazwa: blue Sports 11 | ID: blueSports11FR.ch
Nazwa: blue Sports 12 | ID: blueSports12FR.ch
Nazwa: blue Sports 13 | ID: blueSports13FR.ch
Nazwa: blue Sports 14 | ID: blueSports14FR.ch
Nazwa: blue Sports 2 | ID: blueSports2FR.ch
Nazwa: blue Sports 3 | ID: blueSports3FR.ch
Nazwa: blue Sports 4 | ID: blueSports4FR.ch
Nazwa: blue Sports 5 | ID: blueSports5FR.ch
Nazwa: blue Sports 6 | ID: blueSports6FR.ch
Nazwa: blue Sports 7 | ID: blueSports7FR.ch
Nazwa: blue Sports 8 | ID: blueSports8FR.ch
Nazwa: blue Sports 9 | ID: blueSports9FR.ch
Nazwa: disco-polo-music | ID: DiscoPoloMusic.pl
Nazwa: dlaCiebie.tv | ID: DlaCiebieTv.pl
Nazwa: eSports One HD | ID: eSports One HD, eSportsOneHD
Nazwa: fast-n-funbox-hd | ID: fast-n-funbox-hd
Nazwa: home4k | ID: home4k
Nazwa: horseandcountry.tv | ID: Horse.eu
Nazwa: iTVN | ID: iTVN.pl, iTVN
Nazwa: iTVN Extra | ID: iTVNExtra.pl
Nazwa: iTVN extra | ID: iTVN extra, iTVNextra
Nazwa: itv4 | ID: itv4
Nazwa: myZen.tv | ID: myZen.tv
Nazwa: sferatv.pl | ID: SferaTv.pl
Nazwa: teleTOON+ HD | ID: TeleToon.pl
Nazwa: travelxp 4K | ID: TravelXP4K.eu
Nazwa: tvregionalna.pl | ID: tvregionalna.pl, tvregionalnapl
Nazwa: viaATV | ID: viaATV.carab
Nazwa: wPolsce 24 | ID: wPolsce 24, wPolsce24
Nazwa: wPolsce 24 4K | ID: wPolsce 24 4K, wPolsce244K
Nazwa: wPolsce.pl | ID: wPolsce.pl, wPolscepl
Nazwa: wPolsce24 | ID: wPolsce24.pl
Nazwa: xxxVOD2 | ID: xxxVOD2
Nazwa: Ślad | ID: Slad.pl
Nazwa: Świat według Kiepskich | ID: SwiatWedlugKiepskich.pl
Nazwa: Życiowe historie | ID: ZycioweHistorie.pl
Nazwa: БНТ3 | ID: BNT3.bg
Nazwa: БНТ4 | ID: BNT4.bg

